"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","keep.manual"
"Bonafousia tetrastachya","Bonafousia tetrastachya",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia brevipedicellata","Bonamia brevipedicellata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia repens","Bonamia repens",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia hildebrandtii","Bonamia hildebrandtii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia thunbergiana","Bonamia thunbergiana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia trichantha","Bonamia trichantha",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia spectabilis","Bonamia spectabilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonamia media","Bonamia media",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonania cubana","Bonania cubana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonatea steudneri","Bonatea steudneri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonellia macrocarpa","Bonellia macrocarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonellia stenophylla","Bonellia stenophylla",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonellia umbellata","Bonellia umbellata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonetiella anomala","Bonetiella anomala",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bongardia chrysogonum","Bongardia chrysogonum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bongardia rauwolfii","Bongardia rauwolfii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boniodendron minus","Boniodendron minus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonnetia sessilis","Bonnetia sessilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonnetia phelpsii","Bonnetia phelpsii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonnetia roraimae","Bonnetia roraimae",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonnetia martiana","Bonnetia martiana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonplandia geminiflora","Bonplandia geminiflora",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bontia daphnoides","Bontia daphnoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bonyunia minor","Bonyunia minor",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boophone disticha","Boophone disticha",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boopis anthemoides","Boopis anthemoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boquila trifoliolata","Boquila trifoliolata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borago orientalis","Borago orientalis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borago officinalis","Borago officinalis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borago africana","Borago africana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borassus flabellifer","Borassus flabellifer",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boreava orientalis","Boreava orientalis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borismene japurensis","Borismene japurensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bornmuellerantha aucheri","Bornmuellerantha aucheri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borojoa panamensis","Borojoa panamensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boronia cymosa","Boronia cymosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boronia teretifolia","Boronia teretifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borrichia frutescens","Borrichia frutescens",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borya septentrionalis","Borya septentrionalis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borya retusa","Borya retusa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Borya sphaerocephala","Borya sphaerocephala",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boscia longifolia","Boscia longifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boscia senegalensis","Boscia senegalensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boscia tenuifolia","Boscia tenuifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boscia angustifolia","Boscia angustifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bosea yervamora","Bosea yervamora",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bosistoa sapindiformis","Bosistoa sapindiformis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bosistoa pentacocca","Bosistoa pentacocca",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bossiaea lenticularis","Bossiaea lenticularis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bossiaea cordigera","Bossiaea cordigera",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bossiaea linophylla","Bossiaea linophylla",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa pertusa","Bothriochloa pertusa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa laguroides","Bothriochloa laguroides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa ischaemum","Bothriochloa ischaemum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa bladhii","Bothriochloa bladhii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa insculpta","Bothriochloa insculpta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa barbinodis","Bothriochloa barbinodis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa saccharoides","Bothriochloa saccharoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa macra","Bothriochloa macra",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa alta","Bothriochloa alta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriochloa ewartiana","Bothriochloa ewartiana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriocline laxa","Bothriocline laxa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriospermum tenellum","Bothriospermum tenellum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriospermum zeylanicum","Bothriospermum zeylanicum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothriospora corymbosa","Bothriospora corymbosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bothrocaryum controversum","Bothrocaryum controversum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium matricariifolium","Botrychium matricariifolium",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium virginianum","Botrychium virginianum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium cicutarium","Botrychium cicutarium",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium multifidum","Botrychium multifidum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium schaffneri","Botrychium schaffneri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium lunaria","Botrychium lunaria",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium pusillum","Botrychium pusillum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrychium lanuginosum","Botrychium lanuginosum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botryostege bracteata","Botryostege bracteata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Botrypus virginianus","Botrypus virginianus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bottegoa insignis","Bottegoa insignis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boucerosia socotrana","Boucerosia socotrana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouchea pseudogervao","Bouchea pseudogervao",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouchea fluminensis","Bouchea fluminensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouchea pterygocarpa","Bouchea pterygocarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouchetia anomala","Bouchetia anomala",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouchetia erecta","Bouchetia erecta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouea macrophylla","Bouea macrophylla",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bougainvillea peruviana","Bougainvillea peruviana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bougainvillea speciosa","Bougainvillea speciosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bougainvillea spectabilis","Bougainvillea spectabilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bougainvillea glabra","Bougainvillea glabra",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria badia","Bourreria badia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria laevis","Bourreria laevis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria virgata","Bourreria virgata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria superba","Bourreria superba",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria succulenta","Bourreria succulenta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria pauciflora","Bourreria pauciflora",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria baccata","Bourreria baccata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria panamensis","Bourreria panamensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria domingensis","Bourreria domingensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bourreria costaricensis","Bourreria costaricensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boussingaultia cordifolia","Boussingaultia cordifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouteloua warnockii","Bouteloua warnockii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouteloua aristidoides","Bouteloua aristidoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouteloua curtipendula","Bouteloua curtipendula",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bouvardia ternifolia","Bouvardia ternifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowdichia virgilioides","Bowdichia virgilioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowdichia brachypetala","Bowdichia brachypetala",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowenia spectabilis","Bowenia spectabilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowenia serrulata","Bowenia serrulata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowiea volubilis","Bowiea volubilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowlesia tropaeolifolia","Bowlesia tropaeolifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowlesia palmata","Bowlesia palmata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bowlesia incana","Bowlesia incana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boykinia major","Boykinia major",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boykinia occidentalis","Boykinia occidentalis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boykinia rotundifolia","Boykinia rotundifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boykinia richardsonii","Boykinia richardsonii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Boykinia nuttallii","Boykinia nuttallii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brabejum stellatifolium","Brabejum stellatifolium",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria xantholeuca","Brachiaria xantholeuca",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria mesocoma","Brachiaria mesocoma",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria lata","Brachiaria lata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria serrata","Brachiaria serrata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria mutica","Brachiaria mutica",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria leersioides","Brachiaria leersioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria malacodes","Brachiaria malacodes",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria deflexa","Brachiaria deflexa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria decumbens","Brachiaria decumbens",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria jubata","Brachiaria jubata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria subquadripara","Brachiaria subquadripara",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria bovonei","Brachiaria bovonei",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria brizantha","Brachiaria brizantha",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria fasciculata","Brachiaria fasciculata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria distachya","Brachiaria distachya",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria texana","Brachiaria texana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria plantaginea","Brachiaria plantaginea",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria eruciformis","Brachiaria eruciformis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachiaria villosa","Brachiaria villosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachionidium valerioi","Brachionidium valerioi",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachistus solanaceus","Brachistus solanaceus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachistus escuintlensis","Brachistus escuintlensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachistus meianthus","Brachistus meianthus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachtia andina","Brachtia andina",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachychiton acerifolium","Brachychiton acerifolius",1,1,"True",FALSE,FALSE,FALSE,TRUE
"Brachychiton populneus","Brachychiton populneus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachychiton acerifolius","Brachychiton acerifolius",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachychiton rupestris","Brachychiton rupestris",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyclados lycioides","Brachyclados lycioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyelytrum aristosum","Brachyelytrum aristosum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyelytrum erectum","Brachyelytrum erectum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis brunonis","Brachyglottis brunonis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis bellidioides","Brachyglottis bellidioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis sciadophila","Brachyglottis sciadophila",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis perdicioides","Brachyglottis perdicioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis kirkii","Brachyglottis kirkii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis haastii","Brachyglottis haastii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis revoluta","Brachyglottis revoluta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyglottis repanda","Brachyglottis repanda",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachylaena neriifolia","Brachylaena neriifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachylaena discolor","Brachylaena discolor",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachylaena huillensis","Brachylaena huillensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyloma daphnoides","Brachyloma daphnoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypeza zamboangensis","Brachypeza zamboangensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypeza indusiata","Brachypeza indusiata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypodium distachyon","Brachypodium distachyon",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypodium pinnatum","Brachypodium pinnatum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypodium sylvaticum","Brachypodium sylvaticum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypodium retusum","Brachypodium retusum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachypodium phoenicoides","Brachypodium phoenicoides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome ciliaris","Brachyscome ciliaris",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome exilis","Brachyscome exilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome aculeata","Brachyscome aculeata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome diversifolia","Brachyscome diversifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome stuartii","Brachyscome stuartii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome dentata","Brachyscome dentata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome obovata","Brachyscome obovata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome breviscapis","Brachyscome breviscapis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome lineariloba","Brachyscome lineariloba",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome ciliocarpa","Brachyscome ciliocarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome goniocarpa","Brachyscome goniocarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome melanocarpa","Brachyscome melanocarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome billardierei","Brachyscome billardierei",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome iberidifolia","Brachyscome iberidifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome muelleri","Brachyscome muelleri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome eriogona","Brachyscome eriogona",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome readeri","Brachyscome readeri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome trachycarpa","Brachyscome trachycarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome rigidula","Brachyscome rigidula",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome radicans","Brachyscome radicans",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome tatei","Brachyscome tatei",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome decipiens","Brachyscome decipiens",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome perpusilla","Brachyscome perpusilla",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome spathulata","Brachyscome spathulata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachyscome curvicarpa","Brachyscome curvicarpa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachysiphon mundii","Brachysiphon mundii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachysiphon acutus","Brachysiphon acutus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachysiphon fucatus","Brachysiphon fucatus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachysiphon rupestris","Brachysiphon rupestris",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachysiphon microphyllus","Brachysiphon microphyllus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia mildbraedii","Brachystegia mildbraedii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia longifolia","Brachystegia longifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia leonensis","Brachystegia leonensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia zenkeri","Brachystegia zenkeri",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia boehmii","Brachystegia boehmii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia spiciformis","Brachystegia spiciformis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystegia laurentii","Brachystegia laurentii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystemum lanceolatum","Brachystemum lanceolatum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystephanus africanus","Brachystephanus africanus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachystigma wrightii","Brachystigma wrightii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachythecium rutabulum","Brachythecium rutabulum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachythecium oxycladon","Brachythecium oxycladon",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachythecium salebrosum","Brachythecium salebrosum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brachythecium acuminatum","Brachythecium acuminatum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Bracisepalum selebicum","Bracisepalum selebicum",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Braemia vittata","Braemia vittata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brahea brandegeei","Brahea brandegeei",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brahea dulcis","Brahea dulcis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brahea edulis","Brahea edulis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brandegea bigelovii","Brandegea bigelovii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brandegea parviflora","Brandegea parviflora",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brandisia hancei","Brandisia hancei",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brandisia discolor","Brandisia discolor",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brandisia laetevirens","Brandisia laetevirens",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasenia schreberi","Brasenia schreberi",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliocroton mamoninha","Brasiliocroton mamoninha",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliopuntia neoargentina","Brasiliopuntia neoargentina",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliopuntia bahiensis","Brasiliopuntia bahiensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis picta","Brasiliorchis picta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis phoenicanthera","Brasiliorchis phoenicanthera",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis marginata","Brasiliorchis marginata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis schunkeana","Brasiliorchis schunkeana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis kautskyi","Brasiliorchis kautskyi",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis gracilis","Brasiliorchis gracilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis porphyrostele","Brasiliorchis porphyrostele",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis chrysantha","Brasiliorchis chrysantha",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brasiliorchis barbosae","Brasiliorchis barbosae",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis fatsioides","Brassaiopsis fatsioides",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis aculeata","Brassaiopsis aculeata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis grushvitzkyi","Brassaiopsis grushvitzkyi",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis acuminata","Brassaiopsis acuminata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis tripteris","Brassaiopsis tripteris",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis gracilis","Brassaiopsis gracilis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis hispida","Brassaiopsis hispida",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis mitis","Brassaiopsis mitis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis stellata","Brassaiopsis stellata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis hainla","Brassaiopsis hainla",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis producta","Brassaiopsis producta",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis ciliata","Brassaiopsis ciliata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassaiopsis glomerulata","Brassaiopsis glomerulata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassavola cucullata","Brassavola cucullata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassavola nodosa","Brassavola nodosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassavola subulifolia","Brassavola subulifolia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassavola martiana","Brassavola martiana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassavola tuberculata","Brassavola tuberculata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassia allenii","Brassia allenii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassia arcuigera","Brassia arcuigera",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassia caudata","Brassia caudata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassia gireoudiana","Brassia gireoudiana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassia verrucosa","Brassia verrucosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica napus","Brassica napus",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica tournefortii","Brassica tournefortii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica juncea","Brassica juncea",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica insularis","Brassica insularis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica grandiflora","Brassica grandiflora",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica odorata","Brassica odorata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica rapa","Brassica rapa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica allionii","Brassica allionii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica nigra","Brassica nigra",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica oleracea","Brassica oleracea",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica subularia","Brassica subularia",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica incana","Brassica incana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica pourretii","Brassica pourretii",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica fruticulosa","Brassica fruticulosa",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica balearica","Brassica balearica",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica oleronensis","Brassica oleronensis",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica montana","Brassica montana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica carinata","Brassica carinata",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica cretica","Brassica cretica",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica rubra","Brassica rubra",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica urbaniana","Brassica urbaniana",1,1,"False",FALSE,FALSE,FALSE,TRUE
"Brassica willdenovii","Brassica willdenovii",1,1,"False",FALSE,FALSE,FALSE,TRUE
