gbif,tank,genus_jw,se_jw,gswitch,bothtpl,suspect,remove,keep.manual
Chaenostoma cordatum,Chaenostoma cordatum,1,1,False,FALSE,FALSE,FALSE,
Chaenostoma campanulatum,Chaenostoma campanulatum,1,1,False,FALSE,FALSE,FALSE,
Chaenostoma floribundum,Chaenostoma floribundum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum hirsutum,Chaerophyllum hirsutum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum temulum,Chaerophyllum temulum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum sativum,Chaerophyllum sativum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum aromaticum,Chaerophyllum aromaticum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum roseum,Chaerophyllum roseum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum procumbens,Chaerophyllum procumbens,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum tainturieri,Chaerophyllum tainturieri,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum nodosum,Chaerophyllum nodosum,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum colensoi,Chaerophyllum colensoi,1,1,False,FALSE,FALSE,FALSE,
Chaerophyllum aureum,Chaerophyllum aureum,1,1,False,FALSE,FALSE,FALSE,
Chaetadelpha wheeleri,Chaetadelpha wheeleri,1,1,False,FALSE,FALSE,FALSE,
Chaetaea paraguayensis,Chaetaea paraguayensis,1,1,False,FALSE,FALSE,FALSE,
Chaetanthera incana,Chaetanthera incana,1,1,False,FALSE,FALSE,FALSE,
Chaetanthera glabrata,Chaetanthera glabrata,1,1,False,FALSE,FALSE,FALSE,
Chaetanthera moenchioides,Chaetanthera moenchioides,1,1,False,FALSE,FALSE,FALSE,
Chaetanthus aristatus,Chaetanthus aristatus,1,1,False,FALSE,FALSE,FALSE,
Chaetobromus involucratus,Chaetobromus involucratus,1,1,False,FALSE,FALSE,FALSE,
Chaetocalyx scandens,Chaetocalyx scandens,1,1,False,FALSE,FALSE,FALSE,
Chaetocarpus castanocarpus,Chaetocarpus castanocarpus,1,1,False,FALSE,FALSE,FALSE,
Chaetocarpus africanus,Chaetocarpus africanus,1,1,False,FALSE,FALSE,FALSE,
Chaetopappa ericoides,Chaetopappa ericoides,1,1,False,FALSE,FALSE,FALSE,
Chaetoseris hirsuta,Chaetoseris hirsuta,1,1,False,FALSE,FALSE,FALSE,
Chaiturus marrubiastrum,Chaiturus marrubiastrum,1,1,False,FALSE,FALSE,FALSE,
Chalcanthus renifolius,Chalcanthus renifolius,1,1,False,FALSE,FALSE,FALSE,
Chalema synanthera,Chalema synanthera,1,1,False,FALSE,FALSE,FALSE,
Chamaeangis ichneumonea,Chamaeangis ichneumonea,1,1,False,FALSE,FALSE,FALSE,
Chamaeangis sarcophylla,Chamaeangis sarcophylla,1,1,False,FALSE,FALSE,FALSE,
Chamaeangis vesicata,Chamaeangis vesicata,1,1,False,FALSE,FALSE,FALSE,
Chamaeangis odoratissima,Chamaeangis odoratissima,1,1,False,FALSE,FALSE,FALSE,
Chamaebatia foliolosa,Chamaebatia foliolosa,1,1,False,FALSE,FALSE,FALSE,
Chamaebatiaria millefolium,Chamaebatiaria millefolium,1,1,False,FALSE,FALSE,FALSE,
Chamaechaenactis scaposa,Chamaechaenactis scaposa,1,1,False,FALSE,FALSE,FALSE,
Chamaecostus curcumoides,Chamaecostus curcumoides,1,1,False,FALSE,FALSE,FALSE,
Chamaecostus lanceolatus,Chamaecostus lanceolatus,1,1,False,FALSE,FALSE,FALSE,
Chamaecostus cuspidatus,Chamaecostus cuspidatus,1,1,False,FALSE,FALSE,FALSE,
Chamaecrista fasciculata,Chamaecrista fasciculata,1,1,False,FALSE,FALSE,FALSE,
Chamaecrista diphylla,Chamaecrista diphylla,1,1,False,FALSE,FALSE,FALSE,
Chamaecrista nictitans,Chamaecrista nictitans,1,1,False,FALSE,FALSE,FALSE,
Chamaecyparis formosensis,Chamaecyparis formosensis,1,1,False,FALSE,FALSE,FALSE,
Chamaecyparis thyoides,Chamaecyparis thyoides,1,1,False,FALSE,FALSE,FALSE,
Chamaecyparis obtusa,Chamaecyparis obtusa,1,1,False,FALSE,FALSE,FALSE,
Chamaecyparis pisifera,Chamaecyparis pisifera,1,1,False,FALSE,FALSE,FALSE,
Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,1,1,False,FALSE,FALSE,FALSE,
Chamaecytisus prolifer,Chamaecytisus prolifer,1,1,False,FALSE,FALSE,FALSE,
Chamaecytisus mollis,Chamaecytisus mollis,1,1,False,FALSE,FALSE,FALSE,
Chamaedaphne calyculata,Chamaedaphne calyculata,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea geonomiformis,Chamaedorea geonomiformis,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea sartorii,Chamaedorea sartorii,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea elegans,Chamaedorea elegans,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea allenii,Chamaedorea allenii,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea adscendens,Chamaedorea adscendens,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea stolonifera,Chamaedorea stolonifera,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea alternans,Chamaedorea alternans,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea costaricana,Chamaedorea costaricana,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea fragrans,Chamaedorea fragrans,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea pedunculata,Chamaedorea pedunculata,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea elatior,Chamaedorea elatior,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea crucensis,Chamaedorea crucensis,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea glaucifolia,Chamaedorea glaucifolia,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea schiedeana,Chamaedorea schiedeana,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea hooperiana,Chamaedorea hooperiana,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea pinnatifrons,Chamaedorea pinnatifrons,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea pochutlensis,Chamaedorea pochutlensis,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea microspadix,Chamaedorea microspadix,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea oblongata,Chamaedorea oblongata,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea linearis,Chamaedorea linearis,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea metallica,Chamaedorea metallica,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea tepejilote,Chamaedorea tepejilote,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea klotzschiana,Chamaedorea klotzschiana,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea seifrizii,Chamaedorea seifrizii,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea dammeriana,Chamaedorea dammeriana,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea plumosa,Chamaedorea plumosa,1,1,False,FALSE,FALSE,FALSE,
Chamaedorea brachypoda,Chamaedorea brachypoda,1,1,False,FALSE,FALSE,FALSE,
Chamaedrys montana,Chamaedrys montana,1,1,False,FALSE,FALSE,FALSE,
Chamaele tenera,Chamaele tenera,1,1,False,FALSE,FALSE,FALSE,
Chamaele decumbens,Chamaele decumbens,1,1,False,FALSE,FALSE,FALSE,
Chamaelirium luteum,Chamaelirium luteum,1,1,False,FALSE,FALSE,FALSE,
Chamaemelum nobile,Chamaemelum nobile,1,1,False,FALSE,FALSE,FALSE,
Chamaenerion palustre,Chamaenerion palustre,1,1,False,FALSE,FALSE,FALSE,
Chamaenerion montanum,Chamaenerion montanum,1,1,False,FALSE,FALSE,FALSE,
Chamaenerium latifolium,Chamaenerion latifolium,1,1,False,FALSE,FALSE,FALSE,
Chamaepentas hindsioides,Chamaepentas hindsioides,1,1,False,FALSE,FALSE,FALSE,
Chamaerhodos erecta,Chamaerhodos erecta,1,1,False,FALSE,FALSE,FALSE,
Chamaerops humilis,Chamaerops humilis,1,1,False,FALSE,FALSE,FALSE,
Chamaesaracha coronopus,Chamaesaracha coronopus,1,1,False,FALSE,FALSE,FALSE,
Chamaesciadium acaule,Chamaesciadium acaule,1,1,False,FALSE,FALSE,FALSE,
Chambeyronia macrocarpa,Chambeyronia macrocarpa,1,1,False,FALSE,FALSE,FALSE,
Chamelaucium uncinatum,Chamelaucium uncinatum,1,1,False,FALSE,FALSE,FALSE,
Chamelaucium megalopetalum,Chamelaucium megalopetalum,1,1,False,FALSE,FALSE,FALSE,
Chamerion latifolium,Chamerion latifolium,1,1,False,FALSE,FALSE,FALSE,
Chamerion dodonaei,Chamerion dodonaei,1,1,False,FALSE,FALSE,FALSE,
Chamerion angustifolium,Chamerion angustifolium,1,1,False,FALSE,FALSE,FALSE,
Chamguava schippii,Chamguava schippii,1,1,False,FALSE,FALSE,FALSE,
Chamira circaeoides,Chamira circaeoides,1,1,False,FALSE,FALSE,FALSE,
Chamissoa macrocarpa,Chamissoa macrocarpa,1,1,False,FALSE,FALSE,FALSE,
Chamissoa altissima,Chamissoa altissima,1,1,False,FALSE,FALSE,FALSE,
Champereia griffithiana,Champereia griffithiana,1,1,False,FALSE,FALSE,FALSE,
Champereia lanceolata,Champereia lanceolata,1,1,False,FALSE,FALSE,FALSE,
Champereia manillana,Champereia manillana,1,1,False,FALSE,FALSE,FALSE,
Chardinia orientalis,Chardinia orientalis,1,1,False,FALSE,FALSE,FALSE,
Charpentiera ovata,Charpentiera ovata,1,1,False,FALSE,FALSE,FALSE,
Charpentiera obovata,Charpentiera obovata,1,1,False,FALSE,FALSE,FALSE,
Chascanum laetum,Chascanum laetum,1,1,False,FALSE,FALSE,FALSE,
Chascotheca neopeltandra,Chascotheca neopeltandra,1,1,False,FALSE,FALSE,FALSE,
Chasmanthe aethiopica,Chasmanthe aethiopica,1,1,False,FALSE,FALSE,FALSE,
Chasmanthera strigosa,Chasmanthera strigosa,1,1,False,FALSE,FALSE,FALSE,
Chasmanthera welwitschii,Chasmanthera welwitschii,1,1,False,FALSE,FALSE,FALSE,
Chasmanthera dependens,Chasmanthera dependens,1,1,False,FALSE,FALSE,FALSE,
Chasmanthium laxum,Chasmanthium laxum,1,1,False,FALSE,FALSE,FALSE,
Chasmanthium latifolium,Chasmanthium latifolium,1,1,False,FALSE,FALSE,FALSE,
Chasmanthium curvifolium,Chasmanthium curvifolium,1,1,False,FALSE,FALSE,FALSE,
Chassalia kolly,Chassalia kolly,1,1,False,FALSE,FALSE,FALSE,
Chasseloupia caerulescens,Chasseloupia caerulescens,1,1,False,FALSE,FALSE,FALSE,
Chaubardia klugii,Chaubardia klugii,1,1,False,FALSE,FALSE,FALSE,
Chaubardia surinamensis,Chaubardia surinamensis,1,1,False,FALSE,FALSE,FALSE,
Chaubardia heteroclita,Chaubardia heteroclita,1,1,False,FALSE,FALSE,FALSE,
Chaubardiella pacuarensis,Chaubardiella pacuarensis,1,1,False,FALSE,FALSE,FALSE,
Chaubardiella subquadrata,Chaubardiella subquadrata,1,1,False,FALSE,FALSE,FALSE,
Chaubardiella tigrina,Chaubardiella tigrina,1,1,False,FALSE,FALSE,FALSE,
Chaunochiton kappleri,Chaunochiton kappleri,1,1,False,FALSE,FALSE,FALSE,
Chaunochiton mouririoides,Chaunochiton mouririoides,1,1,False,FALSE,FALSE,FALSE,
Chazaliella abrupta,Chazaliella abrupta,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes distans,Cheilanthes distans,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes multifida,Cheilanthes multifida,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes sieberi,Cheilanthes sieberi,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes hirta,Cheilanthes hirta,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes lasiophylla,Cheilanthes lasiophylla,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes argentea,Cheilanthes argentea,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes lanosa,Cheilanthes lanosa,1,1,False,FALSE,FALSE,FALSE,
Cheilanthes eckloniana,Cheilanthes eckloniana,1,1,False,FALSE,FALSE,FALSE,
Cheiloclinium lineolatum,Cheiloclinium lineolatum,1,1,False,FALSE,FALSE,FALSE,
Cheiloclinium cognatum,Cheiloclinium cognatum,1,1,False,FALSE,FALSE,FALSE,
Cheilocostus globosus,Cheilocostus globosus,1,1,False,FALSE,FALSE,FALSE,
Cheilocostus speciosus,Cheilocostus speciosus,1,1,False,FALSE,FALSE,FALSE,
Cheilosa montana,Cheilosa montana,1,1,False,FALSE,FALSE,FALSE,
Cheilotheca humilis,Cheilotheca humilis,1,1,False,FALSE,FALSE,FALSE,
Cheilotheca macrocarpa,Cheilotheca macrocarpa,1,1,False,FALSE,FALSE,FALSE,
Cheiranthera cyanea,Cheiranthera cyanea,1,1,False,FALSE,FALSE,FALSE,
Cheiranthera linearis,Cheiranthera linearis,1,1,False,FALSE,FALSE,FALSE,
Cheirodendron platyphyllum,Cheirodendron platyphyllum,1,1,False,FALSE,FALSE,FALSE,
Cheirodendron trigynum,Cheirodendron trigynum,1,1,False,FALSE,FALSE,FALSE,
Cheirolophus sempervirens,Cheirolophus sempervirens,1,1,False,FALSE,FALSE,FALSE,
Cheirolophus mauritanicus,Cheirolophus mauritanicus,1,1,False,FALSE,FALSE,FALSE,
Chelidonium majus,Chelidonium majus,1,1,False,FALSE,FALSE,FALSE,
Chelidonium glaucium,Chelidonium glaucium,1,1,False,FALSE,FALSE,FALSE,
Chelidonium fulvum,Chelidonium fulvum,1,1,False,FALSE,FALSE,FALSE,
Chelidonium glaucum,Chelidonium glaucum,1,1,False,FALSE,FALSE,FALSE,
Chelone obliqua,Chelone obliqua,1,1,False,FALSE,FALSE,FALSE,
Chelone glabra,Chelone glabra,1,1,False,FALSE,FALSE,FALSE,
Chelone lyonii,Chelone lyonii,1,1,False,FALSE,FALSE,FALSE,
Chelonistele amplissima,Chelonistele amplissima,1,1,False,FALSE,FALSE,FALSE,
Chelonistele sulphurea,Chelonistele sulphurea,1,1,False,FALSE,FALSE,FALSE,
Chelyocarpus repens,Chelyocarpus repens,1,1,False,FALSE,FALSE,FALSE,
Chelyocarpus ulei,Chelyocarpus ulei,1,1,False,FALSE,FALSE,FALSE,
Chengiopanax sciadophylloides,Chengiopanax sciadophylloides,1,1,False,FALSE,FALSE,FALSE,
Chenolea diffusa,Chenolea diffusa,1,1,False,FALSE,FALSE,FALSE,
Chenolea lanata,Chenolea lanata,1,1,False,FALSE,FALSE,FALSE,
Chenolea hirsuta,Chenolea hirsuta,1,1,False,FALSE,FALSE,FALSE,
Chenoleoides tomentosa,Chenoleoides tomentosa,1,1,False,FALSE,FALSE,FALSE,
Chenopodium murale,Chenopodium murale,1,1,False,FALSE,FALSE,FALSE,
Chenopodium urbicum,Chenopodium urbicum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium album,Chenopodium album,1,1,False,FALSE,FALSE,FALSE,
Chenopodium leiospermum,Chenopodium leiospermum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium glomerulosum,Chenopodium glomerulosum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium laciniatum,Chenopodium laciniatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium probstii,Chenopodium probstii,1,1,False,FALSE,FALSE,FALSE,
Chenopodium borbasii,Chenopodium borbasii,1,1,False,FALSE,FALSE,FALSE,
Chenopodium atriplicis,Chenopodium atriplicis,1,1,False,FALSE,FALSE,FALSE,
Chenopodium elatum,Chenopodium elatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium villosum,Chenopodium villosum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium rubrum,Chenopodium rubrum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium lucidum,Chenopodium lucidum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium carthagenense,Chenopodium carthagenense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium zosterifolium,Chenopodium zosterifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium neglectum,Chenopodium neglectum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium patulum,Chenopodium patulum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium missouriense,Chenopodium missouriense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium spicatum,Chenopodium spicatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium filiforme,Chenopodium filiforme,1,1,False,FALSE,FALSE,FALSE,
Chenopodium nepalense,Chenopodium nepalense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium tournefortianum,Chenopodium tournefortianum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium vulgare,Chenopodium vulgare,1,1,False,FALSE,FALSE,FALSE,
Chenopodium caudatum,Chenopodium caudatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium latifolium,Chenopodium latifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium opulifolium,Chenopodium opulifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium foliosum,Chenopodium foliosum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium guineense,Chenopodium guineense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium zobelii,Chenopodium zobelii,1,1,False,FALSE,FALSE,FALSE,
Chenopodium tibeticum,Chenopodium tibeticum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium radiatum,Chenopodium radiatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium centrorubrum,Chenopodium centrorubrum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium littorale,Chenopodium littorale,1,1,False,FALSE,FALSE,FALSE,
Chenopodium microspermum,Chenopodium microspermum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium amaranticolor,Chenopodium amaranticolor,1,1,False,FALSE,FALSE,FALSE,
Chenopodium bonariense,Chenopodium bonariense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium arenarium,Chenopodium arenarium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium purpurascens,Chenopodium purpurascens,1,1,False,FALSE,FALSE,FALSE,
Chenopodium cinereum,Chenopodium cinereum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium inamoenum,Chenopodium inamoenum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium leptophyllum,Chenopodium leptophyllum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium concatenatum,Chenopodium concatenatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium giganteum,Chenopodium giganteum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium longidjawense,Chenopodium longidjawense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium hastatum,Chenopodium hastatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium rhombifolium,Chenopodium rhombifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium acuminatum,Chenopodium acuminatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium auricomum,Chenopodium auricomum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium spathulatum,Chenopodium spathulatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium halimus,Chenopodium halimus,1,1,False,FALSE,FALSE,FALSE,
Chenopodium myriocephalum,Chenopodium myriocephalum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium serotinum,Chenopodium serotinum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium capitatum,Chenopodium capitatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium ovalifolium,Chenopodium ovalifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium vestitum,Chenopodium vestitum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium portulacoides,Chenopodium portulacoides,1,1,False,FALSE,FALSE,FALSE,
Chenopodium spinosum,Chenopodium spinosum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium maroccanum,Chenopodium maroccanum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium sinense,Chenopodium sinense,1,1,False,FALSE,FALSE,FALSE,
Chenopodium botryoides,Chenopodium botryoides,1,1,False,FALSE,FALSE,FALSE,
Chenopodium jacquinii,Chenopodium jacquinii,1,1,False,FALSE,FALSE,FALSE,
Chenopodium virgatum,Chenopodium virgatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium paganum,Chenopodium paganum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium macrospermum,Chenopodium macrospermum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium atriplicifolium,Chenopodium atriplicifolium,1,1,False,FALSE,FALSE,FALSE,
Chenopodium sinuatum,Chenopodium sinuatum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium microphyllum,Chenopodium microphyllum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium roseum,Chenopodium roseum,1,1,False,FALSE,FALSE,FALSE,
Chenopodium camphoratifolium,Chenopodium camphoratifolium,1,1,False,FALSE,FALSE,FALSE,
Chiangiodendron mexicanum,Chiangiodendron mexicanum,1,1,False,FALSE,FALSE,FALSE,
Chichicaste grandis,Chichicaste grandis,1,1,False,FALSE,FALSE,FALSE,
Chigua restrepoi,Chigua restrepoi,1,1,False,FALSE,FALSE,FALSE,
Chigua bernalii,Chigua bernalii,1,1,False,FALSE,FALSE,FALSE,
Chikusichloa aquatica,Chikusichloa aquatica,1,1,False,FALSE,FALSE,FALSE,
Chilianthus arboreus,Chilianthus arboreus,1,1,False,FALSE,FALSE,FALSE,
Chiliotrichum diffusum,Chiliotrichum diffusum,1,1,False,FALSE,FALSE,FALSE,
Chilocarpus densiflorus,Chilocarpus densiflorus,1,1,False,FALSE,FALSE,FALSE,
Chilocarpus suaveolens,Chilocarpus suaveolens,1,1,False,FALSE,FALSE,FALSE,
Chilocarpus compositus,Chilocarpus compositus,1,1,False,FALSE,FALSE,FALSE,
Chilocarpus australis,Chilocarpus australis,1,1,False,FALSE,FALSE,FALSE,
Chiloglottis trapeziformis,Chiloglottis trapeziformis,1,1,False,FALSE,FALSE,FALSE,
Chilopsis linearis,Chilopsis linearis,1,1,False,FALSE,FALSE,FALSE,
Chilopsis saligna,Chilopsis saligna,1,1,False,FALSE,FALSE,FALSE,
Chiloscyphus pallescens,Chiloscyphus pallescens,1,1,False,FALSE,FALSE,FALSE,
Chimaphila maculata,Chimaphila maculata,1,1,False,FALSE,FALSE,FALSE,
Chimaphila dasystemma,Chimaphila dasystemma,1,1,False,FALSE,FALSE,FALSE,
Chimaphila umbellata,Chimaphila umbellata,1,1,False,FALSE,FALSE,FALSE,
Chimaphila menziesii,Chimaphila menziesii,1,1,False,FALSE,FALSE,FALSE,
Chimaphila guatemalensis,Chimaphila guatemalensis,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis glabriflora,Chimarrhis glabriflora,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis parviflora,Chimarrhis parviflora,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis microcarpa,Chimarrhis microcarpa,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis turbinata,Chimarrhis turbinata,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis cymosa,Chimarrhis cymosa,1,1,False,FALSE,FALSE,FALSE,
Chimarrhis hookeri,Chimarrhis hookeri,1,1,False,FALSE,FALSE,FALSE,
Chimonanthus fragrans,Chimonanthus fragrans,1,1,False,FALSE,FALSE,FALSE,
Chimonanthus zhejiangensis,Chimonanthus zhejiangensis,1,1,False,FALSE,FALSE,FALSE,
Chimonanthus yunnanensis,Chimonanthus yunnanensis,1,1,False,FALSE,FALSE,FALSE,
Chimonanthus praecox,Chimonanthus praecox,1,1,False,FALSE,FALSE,FALSE,
Chimonobambusa quadrangularis,Chimonobambusa quadrangularis,1,1,False,FALSE,FALSE,FALSE,
Chimonobambusa marmorea,Chimonobambusa marmorea,1,1,False,FALSE,FALSE,FALSE,
Chiococca alba,Chiococca alba,1,1,False,FALSE,FALSE,FALSE,
Chionanthus ligustrinus,Chionanthus ligustrinus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus zeylanicus,Chionanthus zeylanicus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus ramiflorus,Chionanthus ramiflorus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus retusus,Chionanthus retusus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus virginicus,Chionanthus virginicus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus domingensis,Chionanthus domingensis,1,1,False,FALSE,FALSE,FALSE,
Chionanthus coreanus,Chionanthus coreanus,1,1,False,FALSE,FALSE,FALSE,
Chionanthus serrulatus,Chionanthus serrulatus,1,1,False,FALSE,FALSE,FALSE,
Chionochloa flavescens,Chionochloa flavescens,1,1,False,FALSE,FALSE,FALSE,
Chionochloa juncea,Chionochloa juncea,1,1,False,FALSE,FALSE,FALSE,
Chionochloa rubra,Chionochloa rubra,1,1,False,FALSE,FALSE,FALSE,
Chionochloa australis,Chionochloa australis,1,1,False,FALSE,FALSE,FALSE,
Chionochloa rigida,Chionochloa rigida,1,1,False,FALSE,FALSE,FALSE,
Chionochloa conspicua,Chionochloa conspicua,1,1,False,FALSE,FALSE,FALSE,
Chionochloa flavicans,Chionochloa flavicans,1,1,False,FALSE,FALSE,FALSE,
Chionochloa frigida,Chionochloa frigida,1,1,False,FALSE,FALSE,FALSE,
Chionogentias polysperes,Chionogentias polysperes,1,1,False,FALSE,FALSE,FALSE,
Chionogentias muelleriana,Chionogentias muelleriana,1,1,False,FALSE,FALSE,FALSE,
Chionogentias montana,Chionogentias montana,1,1,False,FALSE,FALSE,FALSE,
Chionographis chinensis,Chionographis chinensis,1,1,False,FALSE,FALSE,FALSE,
Chionographis koidzumiana,Chionographis koidzumiana,1,1,False,FALSE,FALSE,FALSE,
Chionographis japonica,Chionographis japonica,1,1,False,FALSE,FALSE,FALSE,
Chionohebe densifolia,Chionohebe densifolia,1,1,False,FALSE,FALSE,FALSE,
Chionophila jamesii,Chionophila jamesii,1,1,False,FALSE,FALSE,FALSE,
Chionophila tweedyi,Chionophila tweedyi,1,1,False,FALSE,FALSE,FALSE,
Chiranthodendron pentadactylon,Chiranthodendron pentadactylon,1,1,False,FALSE,FALSE,FALSE,
Chirita anachoreta,Chirita anachoreta,1,1,False,FALSE,FALSE,FALSE,
Chirita sinensis,Chirita sinensis,1,1,False,FALSE,FALSE,FALSE,
Chironia perfoliata,Chironia perfoliata,1,1,False,FALSE,FALSE,FALSE,
Chironia baccifera,Chironia baccifera,1,1,False,FALSE,FALSE,FALSE,
Chironia lutea,Chironia lutea,1,1,False,FALSE,FALSE,FALSE,
Chironia parviflora,Chironia parviflora,1,1,False,FALSE,FALSE,FALSE,
Chironia ramosissima,Chironia ramosissima,1,1,False,FALSE,FALSE,FALSE,
Chironia zeyheri,Chironia zeyheri,1,1,False,FALSE,FALSE,FALSE,
Chironia pulchella,Chironia pulchella,1,1,False,FALSE,FALSE,FALSE,
Chironia linoides,Chironia linoides,1,1,False,FALSE,FALSE,FALSE,
Chironia occidentalis,Chironia occidentalis,1,1,False,FALSE,FALSE,FALSE,
Chironia centaurium,Chironia centaurium,1,1,False,FALSE,FALSE,FALSE,
Chironia frutescens,Chironia frutescens,1,1,False,FALSE,FALSE,FALSE,
Chironia maritima,Chironia maritima,1,1,False,FALSE,FALSE,FALSE,
Chironia angularis,Chironia angularis,1,1,False,FALSE,FALSE,FALSE,
Chironia baccata,Chironia baccata,1,1,False,FALSE,FALSE,FALSE,
Chironia lychnoides,Chironia lychnoides,1,1,False,FALSE,FALSE,FALSE,
Chironia minor,Chironia minor,1,1,False,FALSE,FALSE,FALSE,
